tconst,title,startYear,endYear,runtime,genres,avgRating,numVotes,Rating,Summary,ReleaseDate,Genre,Language,Poster
tt7767422,Sex Education,2019,2023,60,Comedy Drama Romance,8.2,356451,,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,"Release dateJanuary 11, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOTE0MjQ1NDU3OV5BMl5BanBnXkFtZTgwNTI4MTgwNzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0098904,Seinfeld,1989,1998,22,Comedy,8.9,354949,,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,"Release dateJuly 5, 1989 (United States)",,EnglishSpanishItalian,"https://m.media-amazon.com/images/M/MV5BZjZjMzQ2ZmUtZWEyZC00NWJiLWFjM2UtMzhmYzZmZDcxMzllXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt1405406,The Vampire Diaries,2009,2017,43,Drama Fantasy Horror,7.7,352847,,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire bro... Read all","Release dateSeptember 10, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt5071412,Ozark,2017,2022,60,Crime Drama Thriller,8.5,351196,,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Release dateJuly 21, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1844624,American Horror Story,2011,\N,60,Drama Horror Sci-Fi,8,346445,,"An anthology series centering on different characters and locations, showcasing different aspects of horror.","Release dateOctober 5, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2ZlMjQ2ZmEtODEwYi00ZTk5LThmY2UtYWFiNzE3MjZjNzQyXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt0413573,Grey's Anatomy,2005,\N,41,Drama Romance,7.6,345579,,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,"Release dateMarch 27, 2005 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODA2Mjk0N2MtNGY0Mi00ZWFjLTkxODEtZDFjNDg4ZDliMGVmXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt5290382,Mindhunter,2017,2019,60,Crime Drama Mystery,8.6,341577,,"In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.","Release dateOctober 13, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1124373,Sons of Anarchy,2008,2014,45,Crime Drama Thriller,8.6,326476,,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"Release dateSeptember 3, 2008 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTMxMGY1OGQtZmUzNy00NjhmLTlhNzItZDBiNzhlMTgwZjZlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0367279,Arrested Development,2003,2019,22,Comedy,8.7,326239,,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","Release dateNovember 2, 2003 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTFlYTE2YTItZmQ1NS00ZWQ5LWI3OGUtYTQzNDMyZmEyYTZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2372162,Orange Is the New Black,2013,2019,59,Comedy Crime Drama,8,321781,,"Convicted of a decade-old crime of transporting drug money, ordinarily law-abiding Piper Chapman is sentenced to 18 months behind bars and quickly discovers the realities of life-changing pr... Read all","Release dateJuly 11, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYjYyM2FmMmMtZDgyZi00NGU3LWI3NzktODllZDY0YzQyNzgyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1837492,13 Reasons Why,2017,2020,60,Drama Mystery Thriller,7.5,318010,,"Follows teenager Clay Jensen, in his quest to uncover the story behind his classmate and crush, Hannah, and her decision to end her life.","Release dateMarch 31, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYmRhZjkyMjEtNjRkMS00MDQ0LTg2NGMtMTQ3ZjE0NjJmMjM2L2ltYWdlXkEyXkFqcGdeQXVyNTY0MTkxMTg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt14392248,Aspirants,2021,\N,45,Drama,9.2,312649,,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,"Release dateApril 7, 2021 (United States)",,Hindi,"https://m.media-amazon.com/images/M/MV5BYWIzMDEyOTItNzA0OC00YmU1LTk3OWUtNjM4ZmE4ZDcyNWZmXkEyXkFqcGdeQXVyMTExMTIzMTA5._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7335184,You,2018,2024,45,Crime Drama Romance,7.7,304252,,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.","Release dateSeptember 9, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNGZjZDc3NjAtYjI1OC00NWUzLWIxOWItNzUyODc5NDIwMWRjXkEyXkFqcGdeQXVyNTQ4ODA2NzQ@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt1439629,Community,2009,2015,22,Comedy,8.5,295617,,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,"Release dateSeptember 17, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt6763664,The Haunting of Hill House,2018,2018,60,Drama Horror Mystery,8.5,292082,,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","Release dateOctober 12, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1266020,Parks and Recreation,2009,2015,22,Comedy,8.6,290857,,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,"Release dateApril 9, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYWNkOTg0OTMtZTcyNy00MWU1LWJhZDQtYjQzMjU1NjBhYzI2XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1586680,Shameless,2011,2021,60,Comedy Drama,8.5,290538,,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.","Release dateJanuary 9, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0303461,Firefly,2002,2003,45,Adventure Drama Sci-Fi,8.9,283273,,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority ag... Read all","Release dateSeptember 20, 2002 (United States)",,EnglishMandarinCantonese,"https://m.media-amazon.com/images/M/MV5BOTcwNzkwMDItZmM1OC00MmQ2LTgxYjgtOTNiNDgxZDAxMjk0XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0369179,Two and a Half Men,2003,2015,22,Comedy Romance,7.1,282199,,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,"Release dateSeptember 22, 2003 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2741602,The Blacklist,2013,2023,43,Crime Drama Mystery,7.9,281444,,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking ... Read all","Release dateSeptember 23, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTU1OTdjYTUtMzA2MS00Njg4LWI1NTctMWUzYzNkNmQ5YWY3XkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7660850,Succession,2018,2023,60,Comedy Drama,8.8,280345,,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.","Release dateJune 3, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODY5YjA3ZDgtM2EwYy00ZGVmLWFhNWItMTMxMWRkMWFiOTlkXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt11126994,Arcane,2021,2024,40,Action Adventure Animation,9,279678,,"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League of Legends champions and the power that will tear them apart.","Release dateNovember 6, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOWJhYjdjNWEtMWFmNC00ZjNkLThlZGEtN2NkM2U3NTVmMjZkXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt2661044,The 100,2014,2020,43,Drama Mystery Sci-Fi,7.6,279117,,"Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.","Release dateMarch 19, 2014 (United States)",,EnglishMandarinFrenchSpanish,"https://m.media-amazon.com/images/M/MV5BNjRiYTIzZmUtMTFkNS00ZTM0LWE4ODAtMDliMGE4NzM5ZjVlXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UY281_CR19,0,190,281_.jpg"
tt2243973,Hannibal,2013,2015,45,Crime Drama Horror,8.5,279009,,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"Release dateApril 4, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt1312171,The Umbrella Academy,2019,2024,60,Action Adventure Comedy,7.9,278554,,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.","Release dateFebruary 15, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMWUxM2Q0NjgtMGJlOC00NDk4LWJhZWMtZjMyZGIyOGNmZmM4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt10234724,Moon Knight,2022,2022,48,Action Adventure Fantasy,7.3,273753,,Steven Grant discovers he's been granted the powers of an Egyptian moon god. But he soon finds out that these newfound powers can be both a blessing and a curse to his troubled life.,"Release dateMarch 30, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTc5OWNhYjktMThlOS00ODUxLTgwNDQtZjdjYjkyM2IwZTZlXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0285403,Scrubs,2001,2010,22,Comedy Drama,8.4,271869,,"In the unreal world of Sacred Heart Hospital, intern John ""J.D."" Dorian learns the ways of medicine, friendship and life.","Release dateOctober 2, 2001 (United States)",,EnglishGermanSpanishAmerican Sign Language,"https://m.media-amazon.com/images/M/MV5BODE1MGVjZjMtODc5My00ODBjLTg0NWItMDllNTNlM2Y3ZGYyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,6,190,281_.jpg"
tt5675620,The Punisher,2017,2019,60,Action Crime Drama,8.4,267626,,"After his revenge on those who murdered his family, aimless Marine veteran Frank Castle finds a new meaning in life as a vigilante known as ""The Punisher"".","Release dateNovember 17, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDYzODRjNTYtNmVmYy00NTJjLTk3NzQtZjQ5Y2Y1YmIzMzZhXkEyXkFqcGdeQXVyMTY4NTMxNTcx._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt0149460,Futurama,1999,\N,22,Adventure Animation Comedy,8.5,262896,,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.","Release dateMarch 28, 1999 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDAyZDM2Y2EtMzdlYy00NTllLWIxNTItYjBhNDUzODA4ZWI1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0804503,Mad Men,2007,2015,45,Drama,8.7,262581,,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","Release dateJuly 19, 2007 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTgxNDZlODQtNDcwOC00NWQ5LTljNWMtMDhjY2U5YTUzMTc4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0844441,True Blood,2008,2014,55,Drama Fantasy Mystery,7.9,261260,,"Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.","Release dateSeptember 7, 2008 (United States)",,EnglishGermanSwedishRussian,"https://m.media-amazon.com/images/M/MV5BMDVjZDQ2N2MtMzMxYy00ZjliLTg5YjAtNjk1OTUwYjVjNWQ0XkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt5834204,The Handmaid's Tale,2017,2025,60,Drama Sci-Fi Thriller,8.4,260335,,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.","Release dateApril 26, 2017 (United States)",,EnglishGermanGreek,"https://m.media-amazon.com/images/M/MV5BN2M0NTdiMGYtNmFjZi00MjIxLWI3OTUtNTdmZDRlOTNiYWU0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR0,0,190,281_.jpg"
tt4786824,The Crown,2016,2023,60,Biography Drama History,8.6,259303,,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,"Release dateNovember 4, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODYxYjZkODQtYTMyZS00NTMwLTkzNmItZDZjZDJjMmIzMjk0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1119644,Fringe,2008,2013,46,Drama Mystery Sci-Fi,8.4,258853,,An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.,"Release dateSeptember 9, 2008 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTNkYjdkMWYtMzY5OS00MzAzLWEzNTctODlhNTgzOWFmMTc3XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1442449,Spartacus,2010,2013,60,Action Adventure Biography,8.5,258642,,"The life of Spartacus, the gladiator who led a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and i... Read all","Release dateJanuary 22, 2010 (United States)",,EnglishGerman,"https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0472954,It's Always Sunny in Philadelphia,2005,\N,22,Comedy,8.8,254357,,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,"Release dateAugust 4, 2005 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDc4NjU1MmMtZjIzNy00MWRhLWI4ZjUtYjY4YmFlY2NjMzA0XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt9208876,The Falcon and the Winter Soldier,2021,2021,50,Action Adventure Drama,7.1,254068,,"Following the events of 'Avengers: Endgame,' Sam Wilson/Falcon and Bucky Barnes/Winter Soldier team up in a global adventure that tests their abilities -- and their patience.","Release dateMarch 19, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODNiODVmYjItM2MyMC00ZWQyLTgyMGYtNzJjMmVmZTY2OTJjXkEyXkFqcGdeQXVyNzk3NDUzNTc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0813715,Heroes,2006,2010,45,Drama Fantasy Sci-Fi,7.5,252537,,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,"Release dateSeptember 25, 2006 (United States)",,EnglishJapaneseSpanish,"https://m.media-amazon.com/images/M/MV5BMjI3ODU0OTQ1MV5BMl5BanBnXkFtZTgwNzI0MTQ2MzE@._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt0106179,The X-Files,1993,2018,45,Crime Drama Mystery,8.6,252100,,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.","Release dateSeptember 10, 1993 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0436992,Doctor Who,2005,2022,45,Adventure Drama Sci-Fi,8.6,249666,,The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,"Release dateMarch 17, 2006 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYjU5YTA5OGItYzFmZi00YmFjLWJjNWEtZTk0MjExMTFjYzE2XkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt8772296,Euphoria,2019,\N,55,Drama,8.3,248095,,"A look at life for a group of high school students as they grapple with issues of drugs, sex, and violence.","Release dateJune 16, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDMzZDkyNzEtYTY5Ni00NzlhLWI4MzUtY2UzNjNmMjI1YzIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1826940,New Girl,2011,2018,22,Comedy Romance,7.8,247442,,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.","Release dateSeptember 20, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt0388629,One Piece,1999,\N,24,Action Adventure Animation,9,244676,,"Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""","Release dateOctober 20, 1999 (United States)",,Japanese,"https://m.media-amazon.com/images/M/MV5BM2YwYTkwNjItNGQzNy00MWE1LWE1M2ItOTMzOGI1OWQyYjA0XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt3749900,Gotham,2014,2019,42,Action Crime Drama,7.8,241754,,The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,"Release dateSeptember 22, 2014 (United States)",,EnglishRussianItalianFrenchSpanishArabic,"https://m.media-amazon.com/images/M/MV5BMmUyOTdjMGEtN2RmNC00YzUwLTg5ZDEtMTI1NWE4ZjcwN2ViXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt1843230,Once Upon a Time,2011,2018,60,Adventure Fantasy Romance,7.7,238301,,A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.,"Release dateOctober 23, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNjBmZmI0ZDktODI2MS00MDU1LTk0NDYtNGE0MDc0OWVkYzcwXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt8466564,Obi-Wan Kenobi,2022,2022,44,Action Adventure Sci-Fi,7.1,234663,,"Jedi Master Obi-Wan Kenobi must save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan now known as Darth Vader.","Release dateMay 27, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOTAxOTlmOTAtMjA0Yy00YjVjLWE3OTQtYjAzMWMxOTAwZTY1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2357547,Jessica Jones,2015,2019,56,Action Crime Drama,7.9,227958,,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in Ne... Read all","Release dateNovember 20, 2015 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg"
